"episode","1000 hns with additional head stochastic - _step","1000 hns with additional head stochastic - reward"
"4812","4812","19.54"
"4813","4813","19.6"
"4814","4814","19.53"
"4815","4815","19.6"
"4816","4816","19.6"
"4817","4817","19.6"
"4818","4818","19.54"
"4819","4819","19.6"
"4820","4820","19.53"
"4821","4821","19.56"
"4822","4822","19.54"
"4823","4823","19.53"
"4824","4824","19.54"
"4825","4825","19.53"
"4826","4826","19.59"
"4827","4827","19.6"
"4828","4828","19.39"
"4829","4829","19.59"
"4830","4830","19.59"
"4831","4831","19.6"
"4832","4832","19.6"
"4833","4833","19.53"
"4834","4834","19.6"
"4835","4835","19.6"
"4836","4836","19.6"
"4837","4837","19.6"
"4838","4838","19.6"
"4839","4839","19.6"
"4840","4840","19.59"
"4841","4841","19.6"
"4842","4842","19.54"
"4843","4843","19.6"
"4844","4844","19.6"
"4845","4845","19.6"
"4846","4846","19.54"
"4847","4847","19.53"
"4848","4848","19.6"
"4849","4849","19.6"
"4850","4850","19.46"
"4851","4851","19.6"
"4852","4852","19.6"
"4853","4853","19.6"
"4854","4854","19.53"
"4855","4855","19.53"
"4856","4856","19.53"
"4857","4857","19.6"
"4858","4858","19.6"
"4859","4859","19.6"
"4860","4860","19.59"
"4861","4861","19.48"
"4862","4862","19.6"
"4863","4863","19.42"
"4864","4864","19.6"
"4865","4865","19.6"
"4866","4866","19.53"
"4867","4867","19.46"
"4868","4868","19.52"
"4869","4869","19.59"
"4870","4870","19.53"
"4871","4871","19.6"
"4872","4872","19.52"
"4873","4873","19.26"
"4874","4874","19.6"
"4875","4875","19.53"
"4876","4876","19.53"
"4877","4877","19.52"
"4878","4878","19.6"
"4879","4879","19.53"
"4880","4880","19.53"
"4881","4881","19.6"
"4882","4882","19.6"
"4883","4883","19.53"
"4884","4884","19.52"
"4885","4885","19.6"
"4886","4886","19.53"
"4887","4887","19.6"
"4888","4888","19.46"
"4889","4889","19.53"
"4890","4890","19.6"
"4891","4891","19.53"
"4892","4892","19.59"
"4893","4893","19.6"
"4894","4894","19.53"
"4895","4895","19.52"
"4896","4896","19.53"
"4897","4897","19.59"
"4898","4898","19.59"
"4899","4899","19.53"
"4900","4900","19.6"
"4901","4901","19.53"
"4902","4902","19.6"
"4903","4903","19.53"
"4904","4904","19.6"
"4905","4905","19.53"
"4906","4906","19.53"
"4907","4907","19.59"
"4908","4908","19.43"
"4909","4909","19.53"
"4910","4910","19.6"
"4911","4911","19.58"
"4912","4912","19.6"
"4913","4913","19.6"
"4914","4914","19.53"
"4915","4915","19.59"
"4916","4916","19.6"
"4917","4917","19.6"
"4918","4918","19.53"
"4919","4919","19.59"
"4920","4920","19.53"
"4921","4921","19.53"
"4922","4922","19.59"
"4923","4923","19.53"
"4924","4924","19.6"
"4925","4925","19.6"
"4926","4926","19.6"
"4927","4927","19.59"
"4928","4928","19.53"
"4929","4929","19.46"
"4930","4930","19.53"
"4931","4931","19.6"
"4932","4932","19.6"
"4933","4933","19.6"
"4934","4934","19.6"
"4935","4935","19.6"
"4936","4936","19.6"
"4937","4937","19.56"
"4938","4938","19.6"
"4939","4939","19.6"
"4940","4940","19.53"
"4941","4941","19.46"
"4942","4942","19.53"
"4943","4943","19.6"
"4944","4944","19.6"
"4945","4945","19.58"
"4946","4946","19.53"
"4947","4947","19.52"
"4948","4948","19.6"
"4949","4949","19.53"
"4950","4950","19.6"
"4951","4951","19.53"
"4952","4952","19.54"
"4953","4953","19.51"
"4954","4954","19.53"
"4955","4955","19.6"
"4956","4956","19.6"
"4957","4957","19.52"
"4958","4958","19.53"
"4959","4959","19.6"
"4960","4960","19.52"
"4961","4961","19.6"
"4962","4962","19.59"
"4963","4963","19.53"
"4964","4964","19.56"
"4965","4965","19.6"
"4966","4966","19.59"
"4967","4967","19.46"
"4968","4968","19.46"
"4969","4969","19.53"
"4970","4970","19.6"
"4971","4971","19.54"
"4972","4972","19.39"
"4973","4973","19.53"
"4974","4974","19.59"
"4975","4975","19.6"
"4976","4976","19.6"
"4977","4977","19.6"
"4978","4978","19.6"
"4979","4979","19.42"
"4980","4980","19.6"
"4981","4981","19.53"
"4982","4982","19.53"
"4983","4983","19.6"
"4984","4984","19.53"
"4985","4985","19.53"
"4986","4986","19.6"
"4987","4987","19.53"
"4988","4988","19.53"
"4989","4989","19.39"
"4990","4990","19.53"
"4991","4991","19.59"
"4992","4992","19.46"
"4993","4993","19.45"
"4994","4994","19.6"
"4995","4995","19.6"
"4996","4996","19.6"
"4997","4997","19.6"
"4998","4998","19.6"
"4999","4999","19.56"
"5000","5000","19.52"
"5001","5001","19.6"
"5002","5002","19.53"
"5003","5003","19.53"
"5004","5004","19.6"
"5005","5005","19.58"
"5006","5006","19.34"
"5007","5007","19.6"
"5008","5008","19.52"
"5009","5009","19.52"
"5010","5010","19.6"
"5011","5011","19.6"
"5012","5012","19.58"
"5013","5013","19.53"
"5014","5014","19.58"
"5015","5015","19.53"
"5016","5016","19.59"
"5017","5017","19.53"
"5018","5018","19.53"
"5019","5019","19.58"
"5020","5020","19.6"
"5021","5021","19.31"
"5022","5022","19.59"
"5023","5023","19.6"
"5024","5024","19.6"
"5025","5025","19.53"
"5026","5026","19.6"
"5027","5027","19.6"
"5028","5028","19.53"
"5029","5029","19.46"
"5030","5030","19.6"
"5031","5031","19.6"
"5032","5032","19.59"
"5033","5033","19.53"
"5034","5034","19.59"
"5035","5035","19.6"
"5036","5036","19.46"
"5037","5037","19.59"
"5038","5038","19.51"
"5039","5039","19.45"
"5040","5040","19.52"
"5041","5041","19.53"
"5042","5042","19.51"
"5043","5043","19.6"
"5044","5044","19.53"
"5045","5045","19.6"
"5046","5046","19.52"
"5047","5047","19.59"
"5048","5048","19.59"
"5049","5049","19.53"
"5050","5050","19.6"
"5051","5051","19.5"
"5052","5052","19.6"
"5053","5053","19.59"
"5054","5054","19.6"
"5055","5055","19.51"
"5056","5056","19.59"
"5057","5057","19.6"
"5058","5058","19.6"
"5059","5059","19.59"
"5060","5060","19.53"
